scenario_provider,scenario,scenario_type,scenario_geography,sector,technology,technology_type,price_unit,price_indicator,scenario_price,fuel_price,pathway_unit,scenario_pathway,scenario_capacity_factor,scenario_year,country_iso2_list,gap_filled_columns,fuel_for_price,lifetime_years,efficiency_decimal,capacity_additions_mw_per_yr,om_cost_usd_per_mw_per_yr,capital_cost_usd_per_mw,carbon_price_usd_per_tco2
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,4.5598246727225,2.2531507985822453e-06,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.03778516103963,0.2808595884267,86632.6592246037,10657012.670000011,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,14843.51029754614,0.4857781397677987,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.27159157336767,128.15968111222708,71781.55200000001,5010086.472,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,105791.9793573309,0.4829431030741633,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.1665055,10200.60457018558,14704.75286286768,394905.4,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/ CCS,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,2.235853442932,0.8391552511415798,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.4842105263157883,0.1516683518705,58156.350000000006,6573329.159999999,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/o CCS,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,105789.743503888,0.4829355745734663,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.444736842105263,10200.45290183371,42204.894,3268386.8699999996,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,HydroCap,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,228747.7140580029,0.5045420674677238,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Hydro,135.0,1.0,11326.794958059789,227640.57,3115031.7,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,NuclearCap,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,6971.68728934518,0.7842541576838181,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Nuclear,120.0,1.0,638.4026359040743,633584.871897687,12651830.862000002,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap,carbontech,USD/MWh,,46.78340627433794,41.54904,MWh/yr,92832.4214652049,0.3276158287002317,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.919124,5447.517424917221,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap - w/o CCS,carbontech,USD/MWh,,46.78340627433794,17.706486644968923,MWh/yr,92832.4214652049,0.3276158287002317,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.919124,5447.517424917221,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - CSP,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,695.343300245594,0.4277494524491325,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,159.3105029571036,399118.7219999999,11709591.43085634,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - PV,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,17904.89698732919,0.2555215349617296,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,2584.431245645302,142436.53242,2787714.9739030474,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,44935.147987537195,0.4299335678808959,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Wind,90.0,1.0,6244.41794807565,84911.6752798262,1568436.6198016235,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Offshore,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,242.99999999999991,0.2104941278162994,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,6.4098999198017,168686.6472,10323026.25834274,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Onshore,greentech,USD/MWh,,46.78340627433794,0.0,MWh/yr,44692.14798753714,0.4311267032824566,2025,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,6238.00804815585,84343.3236,3639961.0896285,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap,carbontech,USD/MWh,,47.47878644690901,10.725793076923075,MWh/yr,32187.20772624878,0.7858790216609465,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.399317,846.3715400382865,144972.1,2716728.6181449858,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,1.3633900843694,0.5333341706230739,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,0.879473684210526,0.0812303693274126,82415.856,12273316.104,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,32185.844336164373,0.7858897194429344,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,0.939473684210526,846.290309668959,71781.55200000001,6646440.000000001,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap,carbontech,USD/MWh,,47.47878644690901,11.110427324447292,MWh/yr,13342.430102076129,0.6001357641662877,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.44,1028.34525427884,47469.5,2150416.9499999997,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,5.304522669288,1.9368326319394825e-06,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.044638394747102,0.2808595884267,86633.3063763156,10657012.670000011,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,13337.12557940684,0.6003744530406441,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.282684956338199,1028.064394690413,71781.55200000001,5010086.472,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,135178.4701121845,0.4244915118781735,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.1665055,11539.89336712308,14730.62627455984,415091.4,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/ CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,2.5373420646003,0.2797193168490181,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.495263157894737,0.1516683518705,58156.350000000006,6573329.159999999,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/o CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,135175.93277011992,0.4244942293484561,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.468421052631578,11539.741698771211,42204.894,3268386.8699999996,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,HydroCap,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,254828.8044923312,0.5035326237552061,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Hydro,135.0,1.0,11326.794958059789,227640.57,3110005.4,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,NuclearCap,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,9155.213325910332,0.8173304510183033,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Nuclear,120.0,1.0,617.8180290059121,643088.078412183,12651830.862000002,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap,carbontech,USD/MWh,,47.47878644690901,49.26347720155103,MWh/yr,101101.5099347004,0.3279624238313817,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.917324,4655.229011325682,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap - w/o CCS,carbontech,USD/MWh,,47.47878644690901,18.2042401304993,MWh/yr,101101.5099347004,0.3279624238313817,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.917324,4655.229011325682,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - CSP,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,1356.4736294552674,0.4498646198027902,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,245.1549869522558,399118.7219999999,10475360.547404489,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - PV,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,27178.66745887874,0.2481187200075956,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,3601.174815007509,142436.53242,2535912.0769720464,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,68168.90192794871,0.4384917559901163,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Wind,90.0,1.0,8600.535622912783,84734.47174919811,1512687.7152138269,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Offshore,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,242.99999999999991,0.2104941278162994,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,6.4099093953816,168686.6472,9352687.01226583,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Onshore,greentech,USD/MWh,,47.47878644690901,0.0,MWh/yr,67925.9019279487,0.4393074010102592,2030,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,8594.125713517396,84343.3236,3375788.53172229,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap,carbontech,USD/MWh,,47.501657137045875,13.61376,MWh/yr,29842.23594348518,0.7759987436711171,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.399317,494.5717388224926,141400.80000000002,2614075.969672689,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,1.4909597010749,0.5333340989828128,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,0.887368421052633,0.0812303693274126,82415.856,12273316.104,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,29840.74498378402,0.7760108681407433,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,0.9473684210526332,494.490508453165,71781.55200000001,6646440.000000001,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap,carbontech,USD/MWh,,47.501657137045875,11.332745973245844,MWh/yr,16554.111514130913,0.5782161370889877,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.45,611.6696464755009,46512.15,2142559.6999999997,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,5.9414966209055,1.7291893370081466e-06,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.051491260556804,0.2808595884267,86633.7311913528,10657012.670000011,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,16548.17001751001,0.5784237406455778,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,120.0,1.319563263313336,611.3887868870742,71781.55200000001,5010086.472,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,165256.8473753249,0.3812776408696197,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.1665055,11423.88296729614,14729.126937781197,435277.35,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/ CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,2.7772273538942,0.2797192391278976,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.506315789473685,0.1516683518705,58156.350000000006,6573329.159999999,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,GasCap - w/o CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,165254.0701479711,0.3812793476401159,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.4921052631578962,11423.731298944267,42204.894,3268386.8699999996,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,HydroCap,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,277426.3517437288,0.502811471912786,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Hydro,135.0,1.0,11326.794958059789,227640.57,3104979.2,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,NuclearCap,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,10919.95908384961,0.8331984979300736,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Nuclear,120.0,1.0,339.25495714552625,646743.082602651,12651830.862000002,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap,carbontech,USD/MWh,,47.501657137045875,47.14668,MWh/yr,103719.52903753376,0.3266792809175788,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.915524,4846.241294287514,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,OilCap - w/o CCS,carbontech,USD/MWh,,47.501657137045875,18.71256220151478,MWh/yr,103719.52903753376,0.3266792809175788,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.915524,4846.241294287514,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - CSP,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,2311.669306250597,0.4600912417683954,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,373.8997122154417,399118.7219999999,9516997.870482467,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,SolarCap - PV,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,39643.670581948885,0.2465333251328394,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,75.0,1.0,4973.153289349876,142436.53242,2326408.228179408,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,99046.3864272503,0.4430629950245152,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",capital_cost_usd_per_mw,Wind,90.0,1.0,8535.94551796237,84626.5939719226,1475864.7040495847,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Offshore,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,242.99999999999991,0.2104941278162994,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,6.4077671481233995,168686.6472,8700338.000759369,
WITCH 5.0,CO_CurPol,baseline,R10LATIN_AM,Power,WindCap - Onshore,greentech,USD/MWh,,47.501657137045875,0.0,MWh/yr,98803.3864272503,0.4436349818437444,2035,"AG,AR,AW,BB,BO,BR,BS,BZ,CL,CO,CR,CU,CW,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KN,LC,MQ,MX,NI,PA,PE,PR,PY,SR,SV,SX,TT,UY,VC,VE,VI",,Gas,90.0,1.0,8529.537750814241,84343.3236,3195167.40961311,
