scenario_provider,scenario,scenario_type,scenario_geography,sector,technology,technology_type,price_unit,price_indicator,scenario_price,fuel_price,pathway_unit,scenario_pathway,scenario_capacity_factor,scenario_year,country_iso2_list,gap_filled_columns,fuel_for_price,lifetime_years,efficiency_decimal,capacity_additions_mw_per_yr,om_cost_usd_per_mw_per_yr,capital_cost_usd_per_mw,carbon_price_usd_per_tco2
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,48.51914161281506,14.21014371081624,MWh/yr,320785.29673583317,0.4517890366714913,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.5105263157894735,4994.388424911727,97038.024,2458518.156,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,HydroCap,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,66114.97629425421,0.4815435289816203,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Hydro,135.0,1.0,2112.335838735596,219221.746,3009959.1,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,NuclearCap,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,1162.3887875841235,0.8128553488795036,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Nuclear,120.0,1.0,48.9680126405782,626927.3913836781,12651830.862000002,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,OilCap,carbontech,USD/MWh,,48.51914161281506,58.93668,MWh/yr,38846.75157173489,0.436145648458605,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.915691,2193.759602811865,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,48.51914161281506,14.21014371081624,MWh/yr,38846.75157173489,0.436145648458605,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.915691,2193.759602811865,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,SolarCap - CSP,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,1804.344817899619,0.3639063675328056,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.0,217.2707690933321,399118.7219999999,8226104.9698512,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,SolarCap - PV,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,101201.84200681697,0.1931726458765081,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.0,12881.126910910392,142436.53242,1975312.465424051,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,39001.7544960558,0.3408779827362464,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Wind,90.0,1.0,4687.272221177533,106653.03086478935,1354286.02095503,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap - Offshore,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,9159.27064862166,0.3138230511589625,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,90.0,1.0,7.7364068582777,179941.28559999997,7432398.40318175,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap - Onshore,greentech,USD/MWh,,48.51914161281506,0.0,MWh/yr,29842.48384743409,0.3491816963937008,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,90.0,1.0,4679.535814319257,89970.6428,2914977.372988475,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,BiomassCap,carbontech,USD/MWh,,46.90693573113773,7.940446539076957,MWh/yr,3148.632192961816,0.413116502241193,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.245679,0.2890365870168,130687.1,2231744.8,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,2.170870352848,0.0155531748172255,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,0.911052631578948,0.1015365870167999,140682.97999999998,9818785.812,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,3146.4613226089764,0.4133907971879256,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,0.971052631578948,0.1875,122405.27,5317152.0,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,CoalCap,carbontech,USD/MWh,,46.90693573113773,9.200518495293023,MWh/yr,82704.64926671708,0.725258349116331,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.46,1886.8263480815133,47320.8,2118987.85,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,11.1897945876121,9.18155603509804e-07,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,120.0,1.072049299161504,0.4279722372082999,148091.36227300978,6994233.43533334,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,82693.45947212957,0.7253564884580312,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,120.0,1.248699740816711,1886.3983758443087,122331.58926869962,3288104.642,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,GasCap,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,280215.3135105667,0.5680842751833711,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.193049,7334.062932567926,18689.699999999997,477924.55,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,4.307029636625,0.015078588591528,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.5394736842105263,0.2016264533905999,133593.444,4944619.038,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,280211.0064809295,0.5680927752487729,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.536842105263157,7333.861306114539,97038.024,2458518.156,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,HydroCap,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,67845.95205015315,0.4844166749844872,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Hydro,135.0,1.0,2112.335838735596,219221.746,3021926.3000000003,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,NuclearCap,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,1239.0838811775125,0.8200312929263628,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Nuclear,120.0,1.0,56.8903975996324,622449.04917449,12651830.862000002,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,OilCap,carbontech,USD/MWh,,46.90693573113773,64.55754000000002,MWh/yr,41877.97192367018,0.4476911632337103,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.910125,2227.6445672138448,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,46.90693573113773,14.746190615325752,MWh/yr,41877.97192367018,0.4476911632337103,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.910125,2227.6445672138448,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,SolarCap - CSP,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,2534.182385539159,0.3585950198177819,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.0,287.1936423957543,399118.7219999999,7815830.06469021,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,SolarCap - PV,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,144945.5024832576,0.1878251962844966,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,75.0,1.0,18565.653779648314,142436.53242,1836515.003441653,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,55513.97522702476,0.3353594609596086,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Wind,90.0,1.0,8170.470700723073,101635.21621798431,1246193.2250539449,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap - Offshore,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,7581.892749769071,0.3137073030431138,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,90.0,1.0,7.6046891908251,179941.28559999997,7035112.562893161,
WITCH 5.0,CO_CurPol,baseline,R10REST_ASIA,Power,WindCap - Onshore,greentech,USD/MWh,,46.90693573113773,0.0,MWh/yr,47932.08247725566,0.3387843974664217,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,90.0,1.0,8162.866011532239,89970.6428,2795974.0482983305,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap,carbontech,USD/MWh,,44.2099462838688,15.119459999999998,MWh/yr,9497.19832025978,0.350721609760291,2025,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0770767897758041,174222.80000000002,3137617.6500000004,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,0.401020056644,2.8466219893558157e-06,2025,US,,Gas,25.0,0.2905263157894739,0.0270767897758042,93561.93588,4091105.368,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,9496.79730020313,0.3507364195170769,2025,US,,Gas,25.0,0.360526315789474,0.05,84256.91988,2215480.0,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap,carbontech,USD/MWh,,44.2099462838688,6.9956986155894,MWh/yr,388988.28581782,0.6764202265574336,2025,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.4390259999999999,8195.0434787717,56096.94999999999,1989471.2785931583,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,1.5943567702536998,0.8228209930549809,2025,US,,Gas,40.0,0.3459284254877601,0.0982523632700689,97303.3222338796,3384847.26866667,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,388986.69146105,0.6764196264982063,2025,US,,Gas,40.0,0.4084254066473359,8194.945226408428,84244.1065758267,1591268.51,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,435302.112989621,0.2612223992269407,2025,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,29768.4837310798,16200.486843288072,484450.75,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,1.1024010341537,1.035514731979439e-06,2025,US,,Gas,25.0,0.4947368421052628,0.0749119784253502,44531.14799999999,1478722.126,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,435301.010588587,0.2612230607707791,2025,US,,Gas,25.0,0.521052631578947,29768.4088191014,32346.008,735207.0380000001,
WITCH 5.0,CO_CurPol,baseline,USA,Power,HydroCap,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,118220.564096628,0.3893795509071943,2025,US,capital_cost_usd_per_mw,Hydro,45.0,1.0,4788.08140251943,71670.778,2553436.877145515,
WITCH 5.0,CO_CurPol,baseline,USA,Power,NuclearCap,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,115385.907523235,0.9314429864649636,2025,US,,Nuclear,40.0,1.0,9010.40874176046,215404.369299229,4217276.954,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap,carbontech,USD/MWh,,44.2099462838688,41.77404541059472,MWh/yr,37719.4772852976,0.0720319634703197,2025,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.931537,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,44.2099462838688,23.245186644968904,MWh/yr,37719.4772852976,0.0720319634703197,2025,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.931537,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,SolarCap - CSP,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,12665.2392882131,0.4465812412311222,2025,US,,Gas,25.0,1.0,3086.98136990041,133039.574,3903197.14361878,
WITCH 5.0,CO_CurPol,baseline,USA,Power,SolarCap - PV,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,82091.8565449239,0.2757336796842596,2025,US,,Gas,25.0,1.0,10888.0516895604,47478.84414,929238.3246343492,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,173495.25211362998,0.4065250770078129,2025,US,capital_cost_usd_per_mw,Wind,30.0,1.0,23833.4612060118,33757.5134685082,1634206.448419755,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap - Offshore,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,81.0,0.1674078583911156,2025,US,,Gas,30.0,1.0,1.7668360106351,67483.5208,3441008.75278091,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap - Onshore,greentech,USD/MWh,,44.2099462838688,0.0,MWh/yr,173414.25211363,0.4066367661825599,2025,US,,Gas,30.0,1.0,23831.6943700011,33741.7604,1213320.3632095002,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap,carbontech,USD/MWh,,48.259819418229,16.465500000000002,MWh/yr,7557.016058534371,0.3507037241277381,2030,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0770767897758041,165515.7,2961971.0749999997,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,0.4544633614564,2.5118691807349197e-06,2030,US,,Gas,25.0,0.293157894736842,0.0270767897758042,93561.93588,4091105.368,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,7556.5615951729105,0.3507248158438293,2030,US,,Gas,25.0,0.3631578947368419,0.05,84256.91988,2215480.0,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap,carbontech,USD/MWh,,48.259819418229,7.233337324447308,MWh/yr,373694.530045455,0.6954527628380601,2030,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.44,11129.5609698918,53605.55,1990167.457355154,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,1.8549874298478,0.8228205558424226,2030,US,,Gas,40.0,0.348212818931231,0.0982523632700689,97303.8520120224,3384847.26866667,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,373692.675058025,0.6954521305921781,2030,US,,Gas,40.0,0.415366470979198,11129.4627175285,84245.51132507609,1591268.51,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,495199.016549343,0.2120021864656854,2030,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,33661.0883943776,16200.07100682216,482748.6082040733,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,1.2517067294851,9.11996783691586e-07,2030,US,,Gas,25.0,0.498421052631579,0.0749119784253502,44531.14799999999,1478722.126,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,495197.764842613,0.2120027223393117,2030,US,,Gas,25.0,0.5263157894736841,33661.0134823992,32346.008,735207.0380000001,
WITCH 5.0,CO_CurPol,baseline,USA,Power,HydroCap,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,126370.740206957,0.4103361312901284,2030,US,capital_cost_usd_per_mw,Hydro,45.0,1.0,4788.08140251943,71670.778,2561545.7,
WITCH 5.0,CO_CurPol,baseline,USA,Power,NuclearCap,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,143746.840545928,0.9069591252563124,2030,US,,Nuclear,40.0,1.0,3930.89707564819,218572.104804061,4217276.954,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap,carbontech,USD/MWh,,48.259819418229,50.91336,MWh/yr,30012.816433345102,0.0720319634703197,2030,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.927255,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,48.259819418229,23.74294013049931,MWh/yr,30012.816433345102,0.0720319634703197,2030,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.927255,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,SolarCap - CSP,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,25513.0652864072,0.4425829862976002,2030,US,,Gas,25.0,1.0,4632.832532514701,133039.574,3491786.84913483,
WITCH 5.0,CO_CurPol,baseline,USA,Power,SolarCap - PV,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,119762.60584877,0.2804231378318726,2030,US,,Gas,25.0,1.0,18279.781687420906,47478.84414,845304.0256573489,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,261778.01313535095,0.4143087334389714,2030,US,capital_cost_usd_per_mw,Wind,30.0,1.0,26484.3700554566,33752.200858920405,1551296.6856856546,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap - Offshore,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,81.0,0.1674078583911156,2030,US,,Gas,30.0,1.0,1.7668391020755,67483.5208,3117562.3374219397,
WITCH 5.0,CO_CurPol,baseline,USA,Power,WindCap - Onshore,greentech,USD/MWh,,48.259819418229,0.0,MWh/yr,261697.01313535104,0.4143851537642903,2030,US,,Gas,30.0,1.0,26482.603216354502,33741.7604,1125262.8439074298,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap,carbontech,USD/MWh,,50.1083881116696,15.74064,MWh/yr,6013.27228286055,0.3506812479927447,2035,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0770767897758041,156808.5,2786324.45,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,0.4969865670248999,2.2969484230714256e-06,2035,US,,Gas,25.0,0.295789473684211,0.0270767897758042,93561.93588,4091105.368,
WITCH 5.0,CO_CurPol,baseline,USA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,6012.77529629352,0.3507102333978898,2035,US,,Gas,25.0,0.365789473684211,0.05,84256.91988,2215480.0,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap,carbontech,USD/MWh,,50.1083881116696,7.45565597324586,MWh/yr,375285.674964182,0.7183689059693105,2035,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.45,9478.11508742098,51114.149999999994,1990961.545594066,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,2.0779166466845997,0.8228202689021771,2035,US,,Gas,40.0,0.350497095392673,0.0982523632700689,97304.1997025922,3384847.26866667,
WITCH 5.0,CO_CurPol,baseline,USA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,375283.597047536,0.7183683276300802,2035,US,,Gas,40.0,0.4238893740234328,9478.01683505772,84247.20278804941,1591268.51,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,562320.176875199,0.1863865760825101,2035,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,31137.3003486001,16200.072656200626,482690.3585767792,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,1.3705047117094,8.329431498208365e-07,2035,US,,Gas,25.0,0.502105263157895,0.0749119784253502,44531.14799999999,1478722.126,
WITCH 5.0,CO_CurPol,baseline,USA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,562318.806370488,0.1863870303489087,2035,US,,Gas,25.0,0.531578947368421,31137.225436621706,32346.008,735207.0380000001,
WITCH 5.0,CO_CurPol,baseline,USA,Power,HydroCap,greentech,USD/MWh,,50.1083881116696,0.0,MWh/yr,133432.331064292,0.4264236079467715,2035,US,capital_cost_usd_per_mw,Hydro,45.0,1.0,4788.08140251943,71670.778,2581074.8859490925,
WITCH 5.0,CO_CurPol,baseline,USA,Power,NuclearCap,greentech,USD/MWh,,50.1083881116696,0.0,MWh/yr,142607.673754406,0.8944447423425965,2035,US,,Nuclear,40.0,1.0,4255.551276518439,219790.439534217,4217276.954,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap,carbontech,USD/MWh,,50.1083881116696,47.14668,MWh/yr,23880.861742217,0.0720319634703194,2035,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.922972,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,50.1083881116696,24.251262201514766,MWh/yr,23880.861742217,0.0720319634703194,2035,US,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.922972,0.1160496692584,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,USA,Power,SolarCap - CSP,greentech,USD/MWh,,50.1083881116696,0.0,MWh/yr,43464.7574097901,0.4409551063766974,2035,US,,Gas,25.0,1.0,7343.9873120415805,133039.574,3172332.62349416,
