scenario_provider,scenario,total_records,technology_count,technologies_included,records_with_gapfilling,records_without_gapfilling,gapfill_percentage,costs_gapfilled_count,costs_gapfilled_percentage,efficiency_lifetime_gapfilled_count,efficiency_lifetime_gapfilled_percentage,fuel_price_gapfilled_count,fuel_price_gapfilled_percentage,scenario_price_gapfilled_count,scenario_price_gapfilled_percentage,unique_gapfill_patterns,most_common_gapfill_pattern,technologies_with_positive_ebitda,total_technologies_in_scenario,technologies_with_positive_ebitda_percentage,unique_countries,year_range_start,year_range_end,scenario_type,scenario_geography
COFFEE 1.1,EN_INDCi2030_1600,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_1600f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_1800,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_1800f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_2000,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_2000f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_2500,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_2500f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_400f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_500,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_500f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600_COV_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600f_COV_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_600f_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_700,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_700f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_800,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_800f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_900,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2030_900f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2100,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2100_COV_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_INDCi2100_NDCp,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1000,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1000_COV,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1000f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1000f_COV,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",13,17,76.47,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1200,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1200f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1400,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1400f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1600,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1600f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1800,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_1800f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_2000,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_2000f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_2500,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_2500f,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",12,17,70.59,209,2025,2050,target,BRA
COFFEE 1.1,EN_NPi2020_400,2040,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2040,0,100.0,2040,100.0,2040,100.0,1440,70.59,2040,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",13,17,76.47,209,2025,2050,target,BRA
