scenario_provider,scenario,total_records,technology_count,technologies_included,records_with_gapfilling,records_without_gapfilling,gapfill_percentage,costs_gapfilled_count,costs_gapfilled_percentage,efficiency_lifetime_gapfilled_count,efficiency_lifetime_gapfilled_percentage,fuel_price_gapfilled_count,fuel_price_gapfilled_percentage,scenario_price_gapfilled_count,scenario_price_gapfilled_percentage,unique_gapfill_patterns,most_common_gapfill_pattern,technologies_with_positive_ebitda,total_technologies_in_scenario,technologies_with_positive_ebitda_percentage,unique_countries,year_range_start,year_range_end,scenario_type,scenario_geography
GEM-E3_V2021,EN_NPi2020_600f,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEM-E3_V2021,EN_NPi2020_600f_COV,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEM-E3_V2021,EN_NPi2020_800,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEM-E3_V2021,EN_NPi2020_800f,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEM-E3_V2021,EN_NPi2100,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEM-E3_V2021,EN_NPi2100_COV,2754,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",2754,0,100.0,2754,100.0,2754,100.0,1944,70.59,2754,100.0,12,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,17,82.35,154,2025,2050,target,ARG
GEMINI-E3 7.0,CSH,220,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",220,0,100.0,220,100.0,220,100.0,152,69.09,220,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2030,target,BRA
GEMINI-E3 7.0,PCSH,220,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",220,0,100.0,220,100.0,220,100.0,152,69.09,220,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2030,target,BRA
GEMINI-E3 7.0,PR_Baseline,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_CP_Intensity,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_CP_Price,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_CP_PriceOnly,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_CurPol_EI,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_NDC_EI,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_NDC_Intensity,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,PR_NDC_Price,660,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",660,0,100.0,660,100.0,660,100.0,456,69.09,660,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2050,target,BRA
GEMINI-E3 7.0,R,220,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",220,0,100.0,220,100.0,220,100.0,152,69.09,220,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2030,target,BRA
GEMINI-E3 7.0,SH,220,14,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",220,0,100.0,220,100.0,220,100.0,152,69.09,220,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",0,14,0.0,207,2025,2030,target,BRA
GEMINI-E3 CHE 3.0,10TPC,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,10TPC_etsDiff,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,10TPC_etsUni,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,15TPC,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,15TPC_etsDiff,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,15TPC_etsUni,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3 CHE 3.0,BAU,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3+CHE+3.0,15TPC,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3+CHE+3.0,15TPC_etsDiff,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3+CHE+3.0,15TPC_etsUni,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GEMINI-E3+CHE+3.0,BAU,96,8,"CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, HydroCap, NuclearCap",96,0,100.0,96,100.0,96,100.0,72,75.0,96,100.0,4,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",0,8,0.0,1,2025,2050,target,CHE
GENeSYS-MOD 2.9,Directed Transition 1.0,1937,15,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",1937,0,100.0,1937,100.0,1937,100.0,1365,70.47,1937,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",13,15,86.67,38,2025,2050,target,AUT
GENeSYS-MOD 2.9,Gradual Development 1.0,1869,13,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",1869,0,100.0,1869,100.0,1869,100.0,1302,69.66,1869,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",13,13,100.0,38,2025,2050,target,AUT
GENeSYS-MOD 2.9,Societal Commitment 1.0,1797,13,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",1797,0,100.0,1797,100.0,1797,100.0,1246,69.34,1797,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",13,13,100.0,38,2025,2050,target,AUT
GENeSYS-MOD 2.9,Techno-Friendly 1.0,1875,15,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",1875,0,100.0,1875,100.0,1875,100.0,1310,69.87,1875,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",13,15,86.67,38,2025,2050,target,AUT
GENeSYS-MOD-CHN 2.3,Ambitious 1.0,152,14,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",152,0,100.0,152,100.0,152,100.0,96,63.16,152,100.0,4,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",8,14,57.14,1,2025,2050,target,CHN
GENeSYS-MOD-CHN 2.3,Limited Effort 1.0,114,12,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Onshore",114,0,100.0,114,100.0,114,100.0,76,66.67,114,100.0,3,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",5,12,41.67,1,2025,2050,target,CHN
GENeSYS-MOD-CHN 2.3,Paris Agreement 1.0,132,13,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",132,0,100.0,132,100.0,132,100.0,84,63.64,132,100.0,4,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",8,13,61.54,1,2025,2050,target,CHN
GENeSYS-MOD-MEX 2.1,100% Renewable 1.0,132,12,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Onshore",132,0,100.0,132,100.0,132,100.0,84,63.64,132,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",8,12,66.67,1,2025,2050,target,MEX
GENeSYS-MOD-MEX 2.1,BAU 1.0,144,12,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Onshore",144,0,100.0,144,100.0,144,100.0,96,66.67,144,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",10,12,83.33,1,2025,2050,target,MEX
GENeSYS-MOD-MEX 2.1,Climate Goals 1.0,144,12,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Onshore",144,0,100.0,144,100.0,144,100.0,96,66.67,144,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",10,12,83.33,1,2025,2050,target,MEX
GENeSYS-MOD-MEX 2.1,National Targets 1.0,144,12,"BiomassCap, BiomassCap - w/o CCS, CoalCap, CoalCap - w/o CCS, GasCap, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/o CCS, WindCap - Onshore",144,0,100.0,144,100.0,144,100.0,96,66.67,144,100.0,6,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global),scenario_price(global)",10,12,83.33,1,2025,2050,target,MEX
GMM-17,Hard_Rock,510,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",510,0,100.0,510,100.0,510,100.0,360,70.59,510,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",13,17,76.47,206,2030,2050,target,R10AFRICA
GMM-17,Modern_Jazz,510,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",510,0,100.0,510,100.0,510,100.0,360,70.59,510,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",15,17,88.24,206,2030,2050,target,R10AFRICA
GMM-17,Symphony_1.5C,450,15,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS",450,0,100.0,450,100.0,450,100.0,360,80.0,450,100.0,7,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",14,15,93.33,206,2030,2050,target,R10AFRICA
GMM-17,Unfinished_Symphony,510,17,"BiomassCap, BiomassCap - w/ CCS, BiomassCap - w/o CCS, CoalCap, CoalCap - w/ CCS, CoalCap - w/o CCS, GasCap, GasCap - w/ CCS, GasCap - w/o CCS, GeothermalCap, HydroCap, NuclearCap, OilCap, OilCap - w/ CCS, OilCap - w/o CCS, WindCap - Offshore, WindCap - Onshore",510,0,100.0,510,100.0,510,100.0,360,70.59,510,100.0,9,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price,scenario_price",16,17,94.12,206,2030,2050,target,R10AFRICA
ICES-XPS 1.0,CSH,200,2,"HydroCap, NuclearCap",200,0,100.0,200,100.0,200,100.0,0,0.0,200,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2030,target,ARG
ICES-XPS 1.0,PCSH,200,2,"HydroCap, NuclearCap",200,0,100.0,200,100.0,200,100.0,0,0.0,200,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2030,target,ARG
ICES-XPS 1.0,PR_Baseline,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_CP_Intensity,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_CP_Price,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_CP_PriceOnly,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_CurPol_EI,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_NDC_EI,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_NDC_Intensity,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
ICES-XPS 1.0,PR_NDC_Price,600,2,"HydroCap, NuclearCap",600,0,100.0,600,100.0,600,100.0,0,0.0,600,100.0,3,"lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),scenario_price(global)",0,2,0.0,210,2025,2050,target,ARG
