scenario_provider,scenario,stringency_correct
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi,C7
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,C2
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,C3
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,C1
REMIND-Transport 2.1,Transport_Budg1100_Conv,C3
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,C3
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,C3
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,C3
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,C3
REMIND-Transport 2.1,Transport_Budg1100_H2Push,C3
REMIND-Transport 2.1,Transport_NDC_Conv,C6
REMIND-Transport 2.1,Transport_NPi_Conv,C7
TIAM-ECN 1.1,EN_INDCi2030_1000,C3
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,C3
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,C3
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,C3
TIAM-ECN 1.1,EN_INDCi2030_1200,C3
TIAM-ECN 1.1,EN_INDCi2030_1200f,C3
TIAM-ECN 1.1,EN_INDCi2030_1400,C4
TIAM-ECN 1.1,EN_INDCi2030_1400f,C4
TIAM-ECN 1.1,EN_INDCi2030_1600,C4
TIAM-ECN 1.1,EN_INDCi2030_1600f,C5
TIAM-ECN 1.1,EN_INDCi2030_2000,C5
TIAM-ECN 1.1,EN_INDCi2030_2000f,C5
TIAM-ECN 1.1,EN_INDCi2030_2500,C5
TIAM-ECN 1.1,EN_INDCi2030_2500f,C5
TIAM-ECN 1.1,EN_INDCi2030_3000,C6
TIAM-ECN 1.1,EN_INDCi2030_3000f,C6
TIAM-ECN 1.1,EN_INDCi2030_900,C3
TIAM-ECN 1.1,EN_INDCi2030_900f,C3
TIAM-ECN 1.1,EN_INDCi2100,C7
TIAM-ECN 1.1,EN_INDCi2100_COV,C7
TIAM-ECN 1.1,EN_INDCi2100_NDCp,C7
TIAM-ECN 1.1,EN_NPi2020_1000,C3
TIAM-ECN 1.1,EN_NPi2020_1000_COV,C3
TIAM-ECN 1.1,EN_NPi2020_1000f,C3
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,C3
TIAM-ECN 1.1,EN_NPi2020_1200,C3
TIAM-ECN 1.1,EN_NPi2020_1200f,C3
TIAM-ECN 1.1,EN_NPi2020_1400,C4
TIAM-ECN 1.1,EN_NPi2020_1400f,C4
TIAM-ECN 1.1,EN_NPi2020_1600,C4
TIAM-ECN 1.1,EN_NPi2020_1600f,C5
TIAM-ECN 1.1,EN_NPi2020_2000,C5
TIAM-ECN 1.1,EN_NPi2020_2000f,C5
TIAM-ECN 1.1,EN_NPi2020_2500,C5
TIAM-ECN 1.1,EN_NPi2020_2500f,C5
TIAM-ECN 1.1,EN_NPi2020_3000,C6
TIAM-ECN 1.1,EN_NPi2020_3000f,C6
TIAM-ECN 1.1,EN_NPi2020_800,C3
TIAM-ECN 1.1,EN_NPi2020_800f,C3
TIAM-ECN 1.1,EN_NPi2020_900,C3
TIAM-ECN 1.1,EN_NPi2020_900f,C3
TIAM-ECN 1.1,EN_NPi2100,C7
TIAM-ECN 1.1,EN_NPi2100_COV,C7
WITCH 4.6,DISCRATE_Ref_dr2p,C8
WITCH 4.6,DISCRATE_Ref_dr3p,C8
WITCH 4.6,DISCRATE_Ref_dr4p,C8
WITCH 4.6,DISCRATE_Ref_dr5p,C8
WITCH 5.0,CO_2Deg2020,C3
WITCH 5.0,CO_2Deg2030,C3
WITCH 5.0,CO_BAU,C7
WITCH 5.0,CO_Bridge,C3
WITCH 5.0,CO_CurPol,C7
WITCH 5.0,CO_GPP,C5
WITCH 5.0,CO_NDC_2050convergence,C5
WITCH 5.0,CO_NDCplus,C6
WITCH 5.0,EN_INDCi2030_1000,C3
WITCH 5.0,EN_INDCi2030_1000_NDCp,C3
WITCH 5.0,EN_INDCi2030_1000f,C3
WITCH 5.0,EN_INDCi2030_1000f_NDCp,C3
WITCH 5.0,EN_INDCi2030_1200,C4
WITCH 5.0,EN_INDCi2030_1200_NDCp,C4
WITCH 5.0,EN_INDCi2030_1200f,C4
WITCH 5.0,EN_INDCi2030_1200f_NDCp,C4
WITCH 5.0,EN_INDCi2030_1400,C4
WITCH 5.0,EN_INDCi2030_1400_NDCp,C4
WITCH 5.0,EN_INDCi2030_1400f,C4
WITCH 5.0,EN_INDCi2030_1400f_NDCp,C4
WITCH 5.0,EN_INDCi2030_1600,C5
WITCH 5.0,EN_INDCi2030_1600_NDCp,C5
WITCH 5.0,EN_INDCi2030_1600f,C5
WITCH 5.0,EN_INDCi2030_1600f_NDCp,C5
WITCH 5.0,EN_INDCi2030_1800,C5
WITCH 5.0,EN_INDCi2030_1800_NDCp,C5
WITCH 5.0,EN_INDCi2030_1800f,C5
WITCH 5.0,EN_INDCi2030_1800f_NDCp,C5
WITCH 5.0,EN_INDCi2030_2000,C5
WITCH 5.0,EN_INDCi2030_2000_NDCp,C5
WITCH 5.0,EN_INDCi2030_2000f,C5
WITCH 5.0,EN_INDCi2030_2000f_NDCp,C5
WITCH 5.0,EN_INDCi2030_2500,C5
WITCH 5.0,EN_INDCi2030_2500_NDCp,C5
WITCH 5.0,EN_INDCi2030_2500f,C5
WITCH 5.0,EN_INDCi2030_2500f_NDCp,C5
WITCH 5.0,EN_INDCi2030_3000,C6
WITCH 5.0,EN_INDCi2030_3000_NDCp,C6
WITCH 5.0,EN_INDCi2030_3000f,C6
WITCH 5.0,EN_INDCi2030_3000f_NDCp,C6
WITCH 5.0,EN_INDCi2030_500f,C2
WITCH 5.0,EN_INDCi2030_600f,C3
WITCH 5.0,EN_INDCi2030_600f_NDCp,C3
WITCH 5.0,EN_INDCi2030_700f,C3
WITCH 5.0,EN_INDCi2030_700f_NDCp,C3
WITCH 5.0,EN_INDCi2030_800,C3
WITCH 5.0,EN_INDCi2030_800_NDCp,C3
WITCH 5.0,EN_INDCi2030_800f,C3
WITCH 5.0,EN_INDCi2030_800f_NDCp,C3
WITCH 5.0,EN_INDCi2030_900,C3
WITCH 5.0,EN_INDCi2030_900_NDCp,C3
WITCH 5.0,EN_INDCi2030_900f,C3
WITCH 5.0,EN_INDCi2030_900f_NDCp,C3
WITCH 5.0,EN_INDCi2100,C6
WITCH 5.0,EN_INDCi2100_NDCp,C6
WITCH 5.0,EN_NPi2020_1000,C3
WITCH 5.0,EN_NPi2020_1000f,C3
WITCH 5.0,EN_NPi2020_1200,C4
WITCH 5.0,EN_NPi2020_1200f,C4
WITCH 5.0,EN_NPi2020_1400,C4
WITCH 5.0,EN_NPi2020_1400f,C4
WITCH 5.0,EN_NPi2020_1600,C4
WITCH 5.0,EN_NPi2020_1600f,C4
WITCH 5.0,EN_NPi2020_1800,C5
WITCH 5.0,EN_NPi2020_1800f,C5
WITCH 5.0,EN_NPi2020_2000,C5
WITCH 5.0,EN_NPi2020_2000f,C5
WITCH 5.0,EN_NPi2020_2500,C5
WITCH 5.0,EN_NPi2020_2500f,C5
WITCH 5.0,EN_NPi2020_3000,C6
WITCH 5.0,EN_NPi2020_3000f,C6
WITCH 5.0,EN_NPi2020_400f,C1
WITCH 5.0,EN_NPi2020_450,C1
WITCH 5.0,EN_NPi2020_450f,C1
WITCH 5.0,EN_NPi2020_500,C1
WITCH 5.0,EN_NPi2020_500f,C1
WITCH 5.0,EN_NPi2020_600,C3
WITCH 5.0,EN_NPi2020_600f,C3
WITCH 5.0,EN_NPi2020_700,C3
WITCH 5.0,EN_NPi2020_700f,C3
WITCH 5.0,EN_NPi2020_800,C3
WITCH 5.0,EN_NPi2020_800f,C3
WITCH 5.0,EN_NPi2020_900,C3
WITCH 5.0,EN_NPi2020_900f,C3
WITCH 5.0,EN_NPi2100,C7
WITCH 5.0,EN_NoPolicy,C7
