Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Liquids,EJ/yr,4.22214652,3.73532455,3.48907147,3.71193628,3.8328107,3.61652609,3.73740611,3.66445527,3.45936302,3.33426603,3.17092768,3.021512,2.891790599,2.748231134,2.608337465,2.54216818,2.467381345
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Cooling,EJ/yr,1.32798461,1.32563616,1.31745156,1.30708983,1.28904324,1.26464426,1.23832965,1.20856318,1.17690649,1.14199793,1.10550974,1.06863166,1.02894494,0.98926639,0.94696715,0.90510105,0.863251
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Electricity,EJ/yr,11.18868741,12.63833606,13.73001806,13.80722713,14.08413454,14.53137686,15.11198835,15.63225578,16.09318109,16.25729163,16.62052464,16.92036686,17.12265064,17.19140229,17.25622805,17.07642545,16.8907353
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Gases,EJ/yr,9.25918574,7.53933013,6.54113933,7.07531051,7.28942233,7.48088166,6.970247104,6.667167163,6.484324649,6.529963553,6.068811776,5.651982279,5.281433293,5.107270487,4.518837522,4.518093464,4.446642273
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Heat,EJ/yr,0.02012583,0.01685409,0.01552007,0.01646498,0.0167991,0.01630857,0.01546646,0.01400254,0.01284088,0.01180381,0.01075136,0.00985982,0.00903783,0.00829373,0.00766772,0.007001391,0.006466325
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Heating|Space,EJ/yr,11.50023975,11.44948858,10.82250839,10.96893094,10.99097457,10.80952268,10.65065162,10.5279336,10.4435531,10.37072416,10.21722224,10.04375038,9.853913896,9.639615841,9.427547734,9.209478936,8.985573394
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Hydrogen,EJ/yr,0,0.001447319,0.014180049,0.177815098,0.201304085,0.220939351,0.376017884,0.435844986,0.469110705,0.456679417,0.566092811,0.65328414,0.725587663,0.718847723,1.001987151,0.91274641,0.859724131
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Residential|Liquids,EJ/yr,2.49526232,2.26328051,2.20890048,2.28605935,2.3460878,2.20988684,2.29431988,2.2580133,2.13951644,2.06113305,1.97538316,1.89755082,1.829063259,1.747052494,1.669903035,1.63002011,1.584918515
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Solids,EJ/yr,2.706730184,2.90334988,1.967476525,1.839518711,1.731376091,1.341563292,1.083077287,0.934308127,0.861969383,0.834857293,0.799436331,0.734594257,0.673152502,0.578967416,0.566326159,0.512609974,0.475009026
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,2.41929859,2.815629556,1.930691884,1.800081989,1.689281837,1.30475829,1.053262933,0.911373549,0.843371502,0.818440328,0.785731983,0.722972825,0.663180528,0.570661729,0.55923055,0.506329356,0.469244116
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Solids|Biomass|Traditional,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,0.287431594,0.087720324,0.036784641,0.039436722,0.042094254,0.036805001,0.029814354,0.022934578,0.018597881,0.016416965,0.013704348,0.011621432,0.009971974,0.008305687,0.007095609,0.006280618,0.00576491
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Solids,EJ/yr,11.22883854,10.94502346,9.56628578,9.208419347,9.146270519,8.684643217,8.232570215,7.694662659,7.119878505,6.677858599,6.345997332,6.054651759,5.779519767,5.431701038,5.168704122,4.880741642,4.637681724
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Solids|Biomass,EJ/yr,5.926173351,6.613968008,5.985330929,6.138171927,6.215256604,5.794508226,5.414730558,5.01650126,4.615272607,4.344133112,4.177315997,4.036153756,3.904727535,3.69444278,3.576398718,3.412758607,3.281116551
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Solids|Biomass|Traditional,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Solids|Coal,EJ/yr,5.302665187,4.331055449,3.580954851,3.07024742,2.931013915,2.890134991,2.817839656,2.6781614,2.504605898,2.333725487,2.168681336,2.018498003,1.874792232,1.737258257,1.592305404,1.467983035,1.356565173
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation,EJ/yr,52.91240548,49.68133387,44.65741591,41.74383649,39.80528825,39.21196745,39.14653949,39.41837973,39.738122,40.22256579,40.55734256,40.91803323,41.28369085,41.60500674,41.78749849,42.08989276,42.39160612
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Aviation,EJ/yr,6.8404803,6.5091354,6.1025311,6.222661976,6.569928907,6.740487521,6.901479422,6.961431976,6.943507553,6.940700173,6.93152928,6.974845297,7.05217633,7.131595132,7.227640283,7.309635193,7.383333236
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Aviation|Passenger,EJ/yr,6.8404803,6.5091354,6.1025311,6.222661976,6.569928907,6.740487521,6.901479422,6.961431976,6.943507553,6.940700173,6.93152928,6.974845297,7.05217633,7.131595132,7.227640283,7.309635193,7.383333236
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Electricity,EJ/yr,0.346336435,0.918341617,2.895902994,4.715093405,6.350004953,7.466354867,8.461584165,9.216586643,9.996354949,10.690684,11.36889225,11.97200209,12.47727948,12.91579797,13.27358964,13.5409238,13.75711005
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight,EJ/yr,17.37227525,16.93476944,16.03099843,15.75705899,15.62933169,15.37255262,15.27441732,15.41114225,15.64175877,16.01069503,16.27774077,16.5564849,16.8458511,17.12716033,17.3028949,17.62113941,17.96072969
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight|Electricity,EJ/yr,0.068748218,0.109784169,0.330093162,0.724713301,1.140611558,1.573693634,1.996838921,2.252227512,2.480697287,2.670884214,2.884496343,3.096689443,3.28763704,3.474742542,3.648798137,3.784761192,3.904701767
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0,0.019709272,0.1018427,0.283913281,0.441003528,0.58560555,0.711071887,0.81751086,0.924570412,0.995778829,1.117817227,1.208356415,1.27949196,1.317217082,1.4935726,1.487959575,1.489124913
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight|Liquids,EJ/yr,17.30352703,16.805276,15.59906257,14.74843241,14.04771661,13.21325344,12.56650652,12.34140388,12.23649107,12.34403199,12.2754272,12.25143904,12.2787221,12.33520071,12.16052417,12.34841864,12.56690302
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Gases,EJ/yr,0.16882165,0.167855846,0.119568178,0.086200788,0.066739688,0.054509119,0.047537058,0.044561465,0.042892257,0.041868955,0.040821937,0.039800171,0.038803389,0.037900549,0.036952526,0.036051319,0.035166034
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Hydrogen,EJ/yr,0,0.024910206,0.125939851,0.351414077,0.555273533,0.756603411,0.975952373,1.203533203,1.476728497,1.703759508,1.99798356,2.204543801,2.356361156,2.431878191,2.753794125,2.746275227,2.75448578
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Liquids,EJ/yr,52.3972474,48.57022621,41.51600489,36.59112822,32.83327008,30.93450005,29.6614659,28.95369842,28.2221463,27.78625333,27.14964481,26.70168717,26.41124683,26.21943003,25.7231622,25.76664241,25.84484426
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Maritime,EJ/yr,4.057431357,3.75520602,3.39165475,3.548487873,3.680898544,3.712448149,3.803614544,3.847084531,3.874550524,3.940552421,3.944349974,3.958734834,3.990442831,4.029680929,4.036584881,4.111867595,4.189253392
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Maritime|Freight,EJ/yr,4.057431357,3.75520602,3.39165475,3.548487873,3.680898544,3.712448149,3.803614544,3.847084531,3.874550524,3.940552421,3.944349974,3.958734834,3.990442831,4.029680929,4.036584881,4.111867595,4.189253392
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Passenger,EJ/yr,35.54013023,32.74656443,28.62641747,25.9867775,24.17595656,23.83941483,23.87212217,24.00723748,24.09636324,24.21187076,24.27960179,24.36154834,24.43783975,24.47784641,24.48460358,24.46875335,24.43087643
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Passenger|Electricity,EJ/yr,0.277588217,0.808557448,2.565809832,3.990380104,5.209393394,5.892661233,6.464745244,6.96435913,7.515657662,8.019799788,8.484395912,8.875312649,9.189642436,9.441055433,9.6247915,9.75616261,9.852408281
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Passenger|Gases,EJ/yr,0.16882165,0.167855846,0.119568178,0.086200788,0.066739688,0.054509119,0.047537058,0.044561465,0.042892257,0.041868955,0.040821937,0.039800171,0.038803389,0.037900549,0.036952526,0.036051319,0.035166034
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Passenger|Hydrogen,EJ/yr,0,0.005200935,0.024097151,0.067500796,0.114270004,0.17099786,0.264880486,0.386022342,0.552158086,0.70798068,0.880166333,0.996187386,1.076869196,1.114661109,1.260221525,1.258315652,1.265360868
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Passenger|Liquids,EJ/yr,35.09372036,31.7649502,25.91694231,21.84269581,18.78555347,17.72124661,17.09495938,16.61229454,15.98565523,15.44222134,14.8742176,14.45024813,14.13252473,13.88422932,13.56263803,13.41822377,13.27794125
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Rail,EJ/yr,1.152579125,1.176088131,1.149132371,1.123312967,1.129245453,1.16385023,1.207332864,1.256632562,1.305917339,1.350748023,1.396008821,1.437908404,1.477045297,1.512376769,1.549753865,1.579079583,1.608476536
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Rail|Freight,EJ/yr,0.762234808,0.771431799,0.735417064,0.697031517,0.691798916,0.715708287,0.748176406,0.788695925,0.83017837,0.868521332,0.908331505,0.945350208,0.980172795,1.012004117,1.046833442,1.074466836,1.102303193
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Rail|Passenger,EJ/yr,0.390344317,0.404656332,0.413715307,0.42628145,0.437446537,0.448141943,0.459156458,0.467936637,0.475738969,0.482226691,0.487677316,0.492558196,0.496872502,0.500372652,0.502920423,0.504612747,0.506173343
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Freight,EJ/yr,12.55260909,12.40813162,11.90392662,11.5115396,11.25663423,10.94439618,10.72262637,10.77536179,10.93702987,11.20162128,11.42505929,11.65239985,11.87523547,12.08547528,12.21947658,12.43480498,12.66917311
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Freight|Electric,EJ/yr,0,0.027851615,0.225548027,0.599634404,1.002575087,1.417702066,1.815045785,2.03528221,2.226987968,2.394597595,2.58251843,2.77044316,2.940175874,3.106225758,3.263486431,3.390138868,3.499382372
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Freight|FC,EJ/yr,0,0.005558706,0.048607887,0.170681765,0.296466641,0.411493708,0.485676348,0.519431017,0.546328223,0.56842152,0.607615143,0.636429704,0.6597156,0.669959266,0.707706217,0.711847059,0.710887314
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Freight|ICE,EJ/yr,12.55260909,12.3747213,11.62977071,10.74122343,9.957592505,9.11520041,8.421904241,8.220648567,8.163713681,8.238602163,8.234925722,8.24552699,8.275344001,8.309290259,8.248283933,8.332819051,8.458903424
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Passenger,EJ/yr,28.30930561,25.8327727,22.11017107,19.33783408,17.16858112,16.65078536,16.51148629,16.57786886,16.67711672,16.7889439,16.86039519,16.89414484,16.88879092,16.84587863,16.75404288,16.65450541,16.54136985
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Passenger|2W&3W,EJ/yr,0.22163763,0.169968445,0.147316078,0.151086833,0.153909178,0.155432476,0.156938346,0.159897654,0.162348506,0.164780397,0.166430857,0.167788919,0.169014206,0.170038638,0.170726362,0.171474192,0.172863571
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Passenger|Bus,EJ/yr,1.72315946,2.00801473,1.732169538,1.480912741,1.243921439,1.070876493,0.968242641,0.917635268,0.885915765,0.862880673,0.838978476,0.815629653,0.792957942,0.771410094,0.749944694,0.72968458,0.710342679
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Final Energy|Transportation|Road|Passenger|LDV,EJ/yr,26.58614615,23.82475797,20.37800153,17.85692133,15.92465968,15.57990887,15.54324365,15.6602336,15.79120095,15.92606323,16.02141671,16.07851519,16.09583298,16.07446854,16.00409818,15.92482083,15.83102717
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),GDP|MER|Counterfactual without damage,billion US$2010/yr,49200.5321,53491.52485,57989.65005,62547.78933,67088.33029,71763.53984,76441.68949,81191.10802,85996.34558,90797.16645,95451.71378,99905.8247,104129.5985,108141.9606,111939.2383,115509.7843,118780.4232
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),GDP|PPP|Counterfactual without damage,billion US$2010/yr,45745.71206,49885.95468,54278.95549,58700.25823,63072.22762,67544.18928,71994.57433,76499.85956,81042.99384,85562.85416,89925.56871,94095.38878,98038.57678,101774.6581,105312.2545,108639.8958,111695.9007
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply,billion US$2010/yr,174.4570762,196.9449489,318.5575871,137.3442064,160.2500443,186.9230066,214.3040454,243.2153236,288.9731098,215.7436098,224.9156825,260.5193657,264.6113962,285.905428,345.6007857,243.0953952,247.606729
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|CO2 Transport and Storage,billion US$2010/yr,0.158020082,0.655433469,26.59265998,38.70433253,47.11989039,52.36759984,56.14188354,60.65092519,66.08866997,69.32313154,75.52258186,82.76809432,91.46798842,100.3849854,104.3169774,112.3183385,120.0982281
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity,billion US$2010/yr,174.4570762,196.9449489,318.5575871,137.3442064,160.2500443,186.9230066,214.3040454,243.2153236,288.9731098,215.7436098,224.9156825,260.5193657,264.6113962,285.905428,345.6007857,243.0953952,247.606729
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Biomass,billion US$2010/yr,7.03722147,5.889547219,79.86043175,7.867991091,8.789637992,10.85054721,12.91642479,16.33581567,21.98861713,14.01616755,18.56597849,25.90020113,28.50935726,32.39040342,64.51454376,31.30279902,31.16136724
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Biomass|w/ CCS,billion US$2010/yr,0,0,75.89289947,4.983346273,4.690648141,4.244554909,5.721722014,8.549817929,12.74239984,7.926195073,12.48199878,18.60460766,21.60327308,25.32771663,57.25896366,26.81031928,26.31332144
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Biomass|w/o CCS,billion US$2010/yr,7.03722147,5.889547219,3.967532276,2.884644818,4.09898985,6.605992301,7.194702779,7.785997741,9.246217293,6.089972482,6.083979712,7.295593473,6.906084183,7.062686789,7.255580098,4.492479739,4.848045799
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Coal,billion US$2010/yr,6.057517757,1.876134767,1.072415329,0.398277121,0.558686139,1.043007631,0.725288987,0.534525833,0.645637334,0.265725841,0.301809851,0.386875329,0.258564608,0.335272412,0.399174725,0.181790688,0.226026634
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Coal|w/ CCS,billion US$2010/yr,0,0,0.00504417,0.000497434,0.000484547,0.001009232,0.0006113,0.534525833,0.645637334,0.265725841,0.301809851,0.386875329,0.258564608,0.335272412,0.399174725,0.181790688,0.226026634
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Coal|w/o CCS,billion US$2010/yr,6.057517757,1.876134767,1.067371159,0.397779687,0.558201593,1.041998398,0.724677687,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,21.28129626,8.656686329,7.472812076,1.486245798,2.043434882,3.54581267,3.721823618,4.259387509,5.265436731,3.16511054,3.095174733,3.700622871,3.261933338,3.635268354,4.340100701,2.358820026,2.555143632
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0,0,0.069492357,0.005154341,0.00465909,0.005554615,0.006359424,0.007560625,0.009016318,0.005047397,0.00560568,0.007203463,0.007467748,0.008998869,0.013507665,0.006738381,0.006589098
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Gas|w/o CCS,billion US$2010/yr,21.28129626,8.656686329,7.403319719,1.481091457,2.038775792,3.540258055,3.715464195,4.251826884,5.256420413,3.160063143,3.089569053,3.693419408,3.25446559,3.626269485,4.326593036,2.352081645,2.548554534
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Geothermal,billion US$2010/yr,6.606889117,7.121908475,10.84615705,4.060771872,4.751900272,6.120141443,7.223203554,8.349361301,10.06980076,6.522264163,6.600983902,7.886071358,8.068966715,9.138815355,10.98260088,6.88199408,7.167214464
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Hydro,billion US$2010/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Non-Biomass Renewables,billion US$2010/yr,132.9953656,165.0717488,199.7285334,97.40970419,116.1721802,157.1150858,183.4775347,207.5682288,243.358382,189.3170105,193.5496538,218.3985884,222.3133005,238.5465683,263.2246227,202.6338771,206.3923787
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Nuclear,billion US$2010/yr,5.813297007,14.56784591,29.33029573,29.81549761,32.02554589,12.95697209,12.1114741,12.96867085,15.89168589,8.089817055,8.48498982,10.9896484,9.354841042,10.03527965,12.04415164,6.051225287,6.723800191
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Oil,billion US$2010/yr,1.272378124,0.882985848,1.093098769,0.366490593,0.660559181,1.411581145,1.351499157,1.54869488,1.823350727,0.889778352,0.918075773,1.14342956,0.91339939,0.962635873,1.078192153,0.566883081,0.54801259
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Oil|w/o CCS,billion US$2010/yr,1.272378124,0.882985848,1.093098769,0.366490593,0.660559181,1.411581145,1.351499157,1.54869488,1.823350727,0.889778352,0.918075773,1.14342956,0.91339939,0.962635873,1.078192153,0.566883081,0.54801259
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Solar,billion US$2010/yr,65.89522696,94.08178598,100.4818821,62.29247519,75.74217836,97.95024396,114.5316456,131.0140841,152.3318456,135.0602352,138.6423086,150.2996175,152.7473556,160.3612994,173.4885757,150.7084997,152.1966629
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Transmission and Distribution,billion US$2010/yr,108.6705352,130.9187322,173.3078109,109.8424523,129.6732169,167.2489814,194.1013214,219.8106428,254.1739151,204.4848064,209.0903309,232.259543,234.0136027,247.8062281,274.8021112,215.0190385,217.8858947
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Electricity|Wind,billion US$2010/yr,60.4932495,63.86805436,88.40049429,31.05645713,35.67810161,53.04470041,61.72268562,68.20478343,80.95673562,47.73451111,48.30636135,60.21289954,61.49697816,69.0464535,78.75344611,45.04338328,47.02850131
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Extraction|Coal,billion US$2010/yr,10.75266165,9.845302641,7.589456508,7.535420161,7.902558187,8.181639152,8.147547959,7.781710848,7.30106538,6.830836993,6.480702532,5.981364212,5.075928527,4.594787192,4.146532819,3.710013532,3.305928837
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Extraction|Fossil,billion US$2010/yr,172.2553543,164.9179344,147.8404533,142.7280562,142.9939105,145.0929145,146.0449962,145.035515,143.5637338,136.7098433,132.9441982,131.2334023,133.028539,133.8499013,131.9374675,135.2399089,137.8291194
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Extraction|Gas,billion US$2010/yr,46.01316571,42.83095235,40.63854449,41.48551367,43.29296427,45.57322735,46.42392185,47.01823459,48.56332494,50.00313184,51.60058318,52.82736874,56.85094378,60.91714033,64.62620145,70.76528494,75.75468126
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Investment|Energy Supply|Extraction|Oil,billion US$2010/yr,115.4895269,112.2416795,99.6124523,93.7071224,91.79838807,91.33804798,91.47352637,90.23556954,87.69934351,79.8758745,74.8629125,72.42466937,71.10166666,68.33797378,63.16473322,60.76461045,58.76850925
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover,million ha,3326.359776,3326.359629,3326.35978,3326.359249,3326.359535,3326.359593,3326.359516,3326.359204,3326.359729,3326.359189,3326.359406,3326.359351,3326.35945,3326.359591,3326.359612,3326.359148,3326.359452
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Built-up Area,million ha,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292,23.39611292
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Cropland,million ha,365.0814544,382.0610734,378.9234115,397.7079947,404.0018573,413.2824128,420.7156714,430.0055286,437.473723,443.9063806,447.5727263,450.7893683,453.691944,457.6929984,459.6590318,463.3003778,466.125835
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Cropland|Energy Crops,million ha,0,29.86722149,43.40345332,54.06777198,56.87437396,58.58271466,60.05936023,62.5605386,65.60097795,68.3290099,71.07496354,73.70563394,76.46589758,79.12441239,81.04780294,83.96719703,87.27989964
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Forest,million ha,815.0496613,819.1468523,838.1031853,829.9709767,829.5484629,829.2927259,830.1967518,830.3981968,830.2966054,829.8491371,830.779435,831.6448749,832.3138527,832.2363583,833.3494832,832.146553,830.7356798
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Forest|Managed,million ha,277.3806154,284.181267,296.018934,298.2167825,302.4802673,306.8543877,311.1557313,314.9646883,318.3780047,321.3046326,324.5845672,327.5796975,329.8732608,331.6080616,332.9124418,333.3373247,333.2097097
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Forest|Natural Forest,million ha,537.6690459,534.9655853,542.0842513,531.7541942,527.0681956,522.4383382,519.0410205,515.4335085,511.9186007,508.5445045,506.1948678,504.0651774,502.4405919,500.6282967,500.4370414,498.8092282,497.52597
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Other Land,million ha,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649,522.9019649
GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),OECD & EU (R5),Land Cover|Pasture,million ha,1599.930583,1578.853626,1563.035106,1552.3822,1546.511137,1537.486376,1529.149015,1519.657401,1512.291323,1506.305593,1501.709167,1497.62703,1494.055575,1490.132157,1487.053019,1484.614139,1483.19986
