Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Biomass|Energy|Supply|Liquids,Mt CO2/yr,0,2.8122075,14.0964835,52.814748,84.3459186,102.3834234,120.4877555,143.6001749,185.6218478,,289.0280357,,399.2588832,,436.9980673,,446.7056295
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil,Mt CO2/yr,0,14.3539698,42.3868761,127.7814749,176.1016155,184.0009173,181.612396,177.589054,171.1348499,,149.9769623,,136.8922486,,121.2421212,,94.1501976
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Mt CO2/yr,0,11.6766927,40.1577346,124.210903,172.6110607,180.7620118,178.7398308,175.2936943,169.6979197,,149.875945,,136.8869246,,121.2375196,,93.669243
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil|Energy|Supply,Mt CO2/yr,0,2.6772771,2.2291415,3.5705719,3.4905548,3.2389055,2.8725652,2.2953597,1.4369302,,0.1010173,,0.005324,,0.0046016,,0.4809546
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Mt CO2/yr,0,0.0188633,0.0228767,0.0241133,0.0236024,0.0225041,0.0206737,0.0175362,0.0132836,,0.002998,,0.0020452,,0.0017734,,0.0012798
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil|Energy|Supply|Hydrogen,Mt CO2/yr,0,2.6584139,2.204848,3.5442549,3.4647502,3.2142206,2.8497325,2.2756986,1.4215642,,0.0959356,,0.0017847,,0.0015404,,0.000917
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Fossil|Energy|Supply|Liquids,Mt CO2/yr,0,0,0.0014168,0.0022035,0.0022021,0.0021809,0.002159,0.002125,0.0020823,,0.0020835,,0.0014937,,0.0012877,,0.4787577
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|CCS|Industrial Processes,Mt CO2/yr,0,0,5.571319,25.1889555,49.2717685,70.9162107,93.3239924,97.620828,93.6517985,,85.6095086,,81.3035612,,75.3166287,,67.7623217
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|Land Use,Mt CO2/yr,179.4613,187.7351,210.3432,229.7764,255.1353,278.5282,291.9658,291.0649,280.599,,273.0716,,275.6037,,282.2779,,281.1081
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Carbon Sequestration|Land Use|Afforestation,Mt CO2/yr,179.4613,187.7351,210.3432,229.7764,255.1353,278.5282,291.9658,291.0649,280.599,,273.0716,,275.6037,,282.2779,,281.1081
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Consumption,billion US$2010/yr,24451.95243,25648.69978,27431.96616,30085.24475,33827.75075,37847.58979,42282.70899,47230.8208,54255.10445,,63055.12754,,75407.64722,,84187.48456,,89462.50756
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC,Mt BC/yr,0.8437071,0.725844,0.5575385,0.4645919,0.4010785,0.3726228,0.3655213,0.3904358,0.4154016,,0.45211,,0.463219,,0.4632328,,0.4549943
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|AFOLU,Mt BC/yr,0.323458,0.323656,0.324956,0.325355,0.325854,0.335646,0.345239,0.37112,0.397199,,0.435378,,0.447471,,0.44887,,0.441875
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Energy,Mt BC/yr,0.5113071,0.394485,0.2260995,0.1336609,0.0705545,0.0329698,0.0169373,0.0164508,0.0158056,,0.015034,,0.014531,,0.0135048,,0.0125013
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Energy|Demand|Industry,Mt BC/yr,0.0032812,0.0034439,0.0026967,0.0019471,0.0012987,0.0008566,0.0004033,0.0003967,0.000402,,0.0003741,,0.0003603,,0.000346,,0.0003379
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Energy|Demand|Residential and Commercial,Mt BC/yr,0.2192037,0.1775448,0.0892915,0.0530901,0.0252193,0.007641,0.0025774,0.0025544,0.0023912,,0.0017274,,0.0015855,,0.0011182,,0.0007715
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Energy|Demand|Transportation,Mt BC/yr,0.2782607,0.2046207,0.1279608,0.074014,0.039932,0.0205381,0.0100394,0.0096021,0.0091085,,0.0092426,,0.0091912,,0.0089331,,0.008659
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Energy|Supply,Mt BC/yr,0.0105615,0.0088755,0.0061505,0.0046097,0.0041044,0.0039342,0.0039173,0.0038973,0.003904,,0.00369,,0.0033939,,0.0031075,,0.0027329
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Other,Mt BC/yr,0.00013,0.0001,0.00009,0.00009,0.00009,0.00009,0.00009,0.00008,0.00008,,0.00006,,0.00005,,0.00004,,0.00003
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|BC|Waste,Mt BC/yr,0.008812,0.007603,0.006393,0.005486,0.00458,0.003917,0.003255,0.002785,0.002317,,0.001638,,0.001167,,0.000818,,0.000588
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|C2F6,kt C2F6/yr,0.339818,0.222769,0.222167,0.221566,0.220963,0.220362,0.21976,0.175777,0.131796,,0.083468,,0.055291,,0.031624,,0.026606
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|C6F14,kt C6F14/yr,0.17158,0.16189,0.186743,0.211596,0.23645,0.261302,0.286155,0.262196,0.23824,,0.198311,,0.158384,,0.118455,,0.078526
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CF4,kt CF4/yr,1.395399,1.280117,1.244161,1.208206,1.17225,1.136295,1.100339,0.967235,0.834131,,0.688052,,0.575241,,0.469872,,0.39529
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CH4,Mt CH4/yr,60.8682027,52.4916005,39.9926143,35.7476338,33.8231911,32.7745317,31.8255864,31.9337912,31.6113097,,31.2809834,,30.5617518,,27.9010391,,25.7667099
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CH4|AFOLU,Mt CH4/yr,29.8783514,30.485837,30.1159029,28.2489129,27.2407277,26.5570194,25.7845955,25.6801636,25.1834965,,24.8074091,,24.0730434,,21.4824691,,19.4871102
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CH4|Energy,Mt CH4/yr,15.9861183,11.9813327,4.1390358,1.856241,1.0060349,0.7575975,0.7339375,0.8030546,0.8419361,,0.6777847,,0.5557761,,0.4166696,,0.2683847
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CH4|Energy|Supply,Mt CH4/yr,0.363399,0.3025229,0.0649686,0.0407266,0.0264818,0.0210658,0.0230317,0.0209525,0.0199384,,0.0122008,,0.0115682,,0.0076427,,0.0048954
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CH4|Waste,Mt CH4/yr,15.0037334,10.0244309,5.7376754,5.6424799,5.5764287,5.4599149,5.3070532,5.4505732,5.5858772,,5.7957898,,5.9329322,,6.0019007,,6.0112151
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO,Mt CO/yr,113.9597015,104.6149167,88.1932319,76.2003516,68.7680104,66.1874337,65.8833788,70.7646601,75.6421909,,83.1426245,,85.6081849,,85.7204178,,84.1885471
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2,Mt CO2/yr,11256.29958,9014.977997,5079.361997,1953.290545,231.1467289,-488.5875548,-681.9344676,-773.5422796,-1133.186876,,-1633.84885,,-1949.981633,,-2089.970196,,-2262.872611
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|AFOLU,Mt CO2/yr,196.0933333,-176.5859,-450.6032,-892.5826,-918.3096,-982.4518,-969.0981,-989.6126,-1257.3892,,-1443.2383,,-1532.6521,,-1583.7452,,-1590.9014
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy,Mt CO2/yr,10770.7889,8915.649007,5281.408343,2635.552609,991.5695095,367.1330126,175.3660045,101.9264125,9.0588573,,-294.0749432,,-511.0151556,,-590.3967503,,-748.2967225
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,11060.20625,9191.563897,5529.965197,2845.873145,1149.456329,493.8642452,287.1636324,216.0703204,124.2023237,,-190.6105497,,-417.3295332,,-506.2249964,,-671.9712108
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand,Mt CO2/yr,6037.858171,5250.059211,3657.654843,2315.830392,1234.874961,791.564899,675.6604436,623.9573741,571.1232123,,402.6949419,,310.5691339,,254.168979,,146.7622721
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,1696.796736,1531.269696,951.9903399,548.7166719,274.00795,231.6670948,220.9806529,223.2138725,228.0700737,,156.9878191,,127.7590895,,101.3518269,,77.8203577
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Industry|Cement,Mt CO2/yr,160.1098946,123.4176984,74.6000635,44.2724404,19.9488241,1.2453963,-0.8937199,7.3419297,9.1965212,,10.8863355,,9.6836509,,7.3472205,,5.3119636
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Industry|Chemicals,Mt CO2/yr,480.1753033,527.3729444,405.2565088,246.6405019,123.5555797,115.4148594,112.2739871,113.4723995,115.3068854,,103.1026303,,90.882997,,79.7862908,,61.9985939
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Industry|Other,Mt CO2/yr,715.3226079,632.4891205,350.3978697,233.4338634,131.8712416,118.7644106,110.9931188,103.791892,103.5666672,,42.9988534,,27.1924415,,14.2183156,,10.5098001
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Industry|Steel,Mt CO2/yr,341.1889307,247.9899328,121.7358979,24.3698664,-1.3676954,-3.7575716,-1.3927331,-1.3923488,0,,0,,0,,0,,0
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,1297.211923,1098.607155,798.340763,535.6389159,238.6876463,130.5526654,122.4046022,122.3980064,105.2803174,,53.2825931,,10.9222813,,7.1041769,,3.084649
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,3011.065829,2583.879463,1869.389185,1188.2558,687.6776403,403.0141016,313.8420052,258.5553164,217.2114355,,171.9913923,,153.2022911,,128.6254977,,50.3308555
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Aviation|Passenger,Mt CO2/yr,226.0872061,237.9981793,207.276771,181.1234907,169.3488203,157.6517466,141.867807,112.1979556,93.65979137,,82.76492059,,67.54989889,,58.90953204,,29.3905459
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Maritime|Freight,Mt CO2/yr,39.45639462,37.83256199,34.56095016,32.65753132,30.23931149,29.95373311,30.58590377,28.16492255,23.9460354,,18.65529615,,12.98781002,,9.221657055,,4.229937928
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Rail,Mt CO2/yr,54.27212481,55.1180943,53.29430597,49.51203912,45.299696,44.09148217,42.96614948,37.54700952,32.46413488,,29.01389074,,22.85372699,,19.46374171,,9.478383633
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Rail|Freight,Mt CO2/yr,45.83354823,45.45057346,44.34108858,40.8511737,36.36642509,34.5580441,32.91583529,28.47426993,24.56019638,,21.12989583,,16.26091041,,13.69816525,,6.60608544
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Rail|Passenger,Mt CO2/yr,8.43857658,9.667520841,8.953217389,8.66086542,8.933270906,9.533438069,10.05031419,9.072739587,7.903938498,,7.883994907,,6.592816587,,5.765576465,,2.872298193
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Road,Mt CO2/yr,2724.851595,2272.573593,1638.552152,964.20012,468.3105193,194.6248082,118.9370673,98.23106931,86.86352906,,53.81724017,,38.56291976,,33.99079119,,25.20996311
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Road|Freight,Mt CO2/yr,896.8354482,801.2642838,732.3124211,564.5804256,311.9615739,114.7606806,58.46241341,40.48336103,30.57928201,,20.59089058,,14.55165061,,10.90895922,,4.941774489
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Road|Passenger,Mt CO2/yr,1828.016147,1471.309309,906.2397305,399.6196944,156.3489454,79.86412761,60.47465385,57.74770828,56.28424705,,33.22634959,,24.01126916,,23.08183198,,20.26818862
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|Bus,Mt CO2/yr,76.36245372,80.18676377,68.3026396,45.00755146,23.54391095,15.52025119,11.1993736,8.313257383,6.58268941,,4.666288791,,3.188432596,,2.434982563,,1.033516005
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Road|Passenger|LDV,Mt CO2/yr,1751.653693,1391.122546,837.9370909,354.6121429,132.8050344,64.34387643,49.27528025,49.43445089,49.70155764,,28.5600608,,20.82283656,,20.64684941,,19.23467262
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply,Mt CO2/yr,4732.930729,3665.589796,1613.221885,319.7220519,-243.308081,-425.994979,-503.1474627,-526.6516573,-569.148366,,-703.5848778,,-826.821615,,-848.8406271,,-903.3826598
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,3203.238461,2269.621751,678.7407944,-3.0752297,-38.6031758,-47.2036444,-49.5438584,-51.0646833,-53.0249374,,-53.2090342,,-47.36994,,-48.024417,,-53.8858284
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Extraction,Mt CO2/yr,226.7500226,226.0558043,141.3009122,78.9133667,51.5768812,45.8932595,50.9229053,59.132807,65.3910175,,59.3361037,,55.3920972,,50.6861076,,42.473624
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Gases,Mt CO2/yr,303.9076212,290.7759182,223.7857152,155.1931289,76.7938248,59.5077471,60.3015878,61.6268282,58.8836644,,38.6963004,,29.1896671,,23.2788728,,12.8017781
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Heat,Mt CO2/yr,102.5110764,55.9323014,21.4980839,4.7762747,1.5803032,0.0337421,0.0188109,0.0106714,0.0065104,,0.0040896,,0.0011849,,0.0005893,,0.0002966
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,820.5069125,772.2166926,576.0773908,363.5108395,208.7259068,141.4913121,111.9124994,76.6706967,20.1664582,,-119.2528538,,-259.68026,,-315.151603,,-351.653909
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Other Sector,Mt CO2/yr,142.4850153,155.8833599,87.46901772,-211.107947,-499.1509149,-588.198499,-633.0286497,-619.5554361,-600.4162726,,-572.7324821,,-551.5192378,,-510.6786701,,-511.8943548
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,160.2816428,121.159773,25.6508831,10.4249856,7.3459746,8.3743631,7.1921474,5.6602658,5.2362109,,2.9091024,,2.556971,,1.7346009,,1.2493579
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Industrial Processes,Mt CO2/yr,289.417349,275.9148903,248.5568542,210.3205364,157.8868194,126.7312327,111.7976278,114.1439082,115.1434665,,103.4643935,,93.6856225,,84.1717538,,76.3255115
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Industrial Processes|Cement,Mt CO2/yr,166.8489571,135.3431417,127.5900008,109.7427497,79.3223287,47.1815867,32.9915678,37.143541,38.8337823,,35.1503886,,32.2968134,,29.149036,,31.2947978
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO2|Industrial Processes|Chemicals,Mt CO2/yr,122.5683919,140.5717486,120.9668534,100.5777866,78.5644908,79.5496459,78.8060601,77.0003671,76.3096842,,68.3140048,,61.388809,,55.0227177,,45.0307137
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|AFOLU,Mt CO/yr,55.211475,55.380437,55.709881,55.80789,55.9055,57.820296,59.734888,64.835018,69.934946,,77.504092,,80.030269,,80.277289,,78.890069
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|Energy,Mt CO/yr,58.6691325,49.1591977,32.4118819,20.3252226,12.7994914,8.3076497,6.0925538,5.8765981,5.6571139,,5.5931385,,5.5364569,,5.4049148,,5.2628811
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|Energy|Demand|Industry,Mt CO/yr,3.8015972,3.810339,3.5179511,2.9290827,2.3304872,1.8113795,1.2681081,1.2881849,1.3093029,,1.3178747,,1.3405445,,1.3544452,,1.3581291
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|Energy|Demand|Residential and Commercial,Mt CO/yr,9.231353,7.5633727,3.5209777,2.095544,1.0150084,0.4141504,0.2751271,0.2731061,0.2516043,,0.1812403,,0.149683,,0.1185422,,0.0952255
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|Energy|Demand|Transportation,Mt CO/yr,41.0335112,33.4183316,23.5462851,14.4052759,8.6434357,5.3040387,3.7799959,3.5539223,3.3435915,,3.3555608,,3.3200881,,3.2145202,,3.1021595
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|CO|Energy|Supply,Mt CO/yr,4.6026713,4.3671545,1.8266678,0.8953201,0.8105599,0.7780812,0.7693225,0.7613848,0.7526154,,0.7384629,,0.7261413,,0.7174073,,0.7073671
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|F-Gases,Mt CO2-equiv/yr,420.997955,439.468757,362.46404,285.459323,208.454607,131.449892,54.445175,52.180185,49.915194,,47.949419,,45.571148,,42.271933,,41.00696
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC,kt HFC134a-equiv/yr,156.218939,162.18731,133.437049,104.686788,75.936526,47.186265,18.436003,18.912184,19.388365,,20.129173,,20.774998,,21.292573,,21.794895
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC125,kt HFC125/yr,31.17063,38.211635,30.815245,23.418856,16.022466,8.626076,1.229686,1.270283,1.31088,,1.371581,,1.423189,,1.466427,,1.503767
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC134a,kt HFC134a/yr,75.710381,64.011939,53.0214,42.03086,31.04032,20.049779,9.059239,9.353633,9.648025,,10.093806,,10.459596,,10.76234,,11.019592
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC143a,kt HFC143a/yr,11.392461,11.4687,9.404467,7.340234,5.276001,3.211768,1.147535,1.185422,1.223308,,1.27995,,1.328112,,1.368462,,1.403307
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC227ea,kt HFC227ea/yr,1.103788,1.29463,1.05319,0.811748,0.570305,0.328865,0.087423,0.092127,0.096832,,0.098028,,0.096532,,0.093231,,0.089084
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC23,kt HFC23/yr,1.461572,1.807017,1.454814,1.102609,0.750406,0.3982,0.045998,0.036069,0.026142,,0.013717,,0.006848,,0,,0
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC245fa,kt HFC245fa/yr,3.854371,4.767439,3.818117,2.868794,1.919472,0.970149,0.020826,0.010413,0,,0,,0,,0,,0
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC32,kt HFC32/yr,21.656679,29.636524,24.04513,18.453736,12.862341,7.270947,1.679552,1.734751,1.789951,,1.873673,,1.944658,,2.003748,,2.054334
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|HFC|HFC43-10,kt HFC43-10/yr,0.012416,0.012106,0.011353,0.010602,0.009849,0.009099,0.008346,0.008468,0.008588,,0.008778,,0.008896,,0.008932,,0.00889
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,14041.7912,11534.51268,7123.078983,3687.093828,1810.299536,972.2799391,660.9277269,569.9383757,189.5095138,,-330.9865585,,-678.3508431,,-912.4969951,,-1178.097997
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases|AFOLU,Mt CO2-equiv/yr,1487.540792,1144.278646,866.0045952,281.1534886,216.2151128,125.2236335,106.9900147,83.5364937,-207.3923773,,-411.5259674,,-529.012509,,-667.1130416,,-758.6552847
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases|Industry,Mt CO2-equiv/yr,2501.058611,2300.8035,1587.100566,1053.169972,644.3375577,493.7175202,390.9666188,393.0513652,396.4153027,,311.3266166,,269.6830334,,230.2754495,,197.4958345
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases|Residential and Commercial,Mt CO2-equiv/yr,1297.211923,1098.607155,798.340763,535.6389159,238.6876463,130.5526654,122.4046022,122.3980064,105.2803174,,53.2825931,,10.9222813,,7.1041769,,3.084649
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases|Supply,Mt CO2-equiv/yr,5067.741268,3868.638822,1580.933942,199.8913963,-352.4972201,-509.4496968,-555.6510083,-582.7248397,-627.2540921,,-765.9947128,,-885.7212641,,-905.3243494,,-957.8459018
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|Kyoto Gases|Transportation,Mt CO2-equiv/yr,3074.09903,2631.422315,1900.839863,1213.764305,705.250235,416.3144856,322.6899921,267.4382822,226.0476115,,180.6460101,,161.3978607,,135.9354217,,55.6917179
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|N2O,kt N2O/yr,2491.260338,2303.02307,2118.716027,1688.340422,1598.6749,1553.700817,1499.247557,1498.695534,1462.884992,,1430.359762,,1397.473936,,1335.74405,,1216.225578
REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median),Below 2°C,OECD & EU (R5),Emissions|N2O|AFOLU,kt N2O/yr,1716.42878,1763.249463,1786.273628,1444.401979,1402.959771,1373.882611,1336.299766,1336.243452,1301.354429,,1272.093896,,1243.752356,,1189.143494,,1081.535953
